"","Year","Player","Salary","Pos","Age","G","GS","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","FG%","3P%","2P%","eFG%","FT%","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","bpm","team_ts","tm_ts_w_o_plyr","defense","val_shot","offense","raw_spm","exp_bpm","truetalentbpm","truetalentvorp"
"964",1992,"Charles Smith",0.0892857142857143,"SF",26,49,25,26.734693877551,18.6,0.543,0.011,0.501,8,17.6,12.8,6.6,1.6,4.7,9.5,23.6,2.2,2.3,4.4,0.162,-0.6,1.7,1,1,0.466,0,0.471,0.466,0.785,1.93877551020408,4.20408163265306,1.14285714285714,0.836734693877551,2,1.40816326530612,3.24489795918367,14.5714285714286,0.7,0.524,0.522,1.56,-0.08,1.05,0.75,-0.2,0.4,1.4
"5298",2000,"Rex Chapman",0.0985915492957746,"SG",32,53,19,18.0566037735849,9.4,0.491,0.384,0.244,1.2,8,4.7,9.9,1.2,0.1,9.7,18.1,0.4,1,1.4,0.072,-2,-1.7,-3.6,-0.4,0.388,0.333,0.421,0.452,0.756,0.188679245283019,1.32075471698113,1.16981132075472,0.415094339622642,0.0188679245283019,0.716981132075472,1.32075471698113,6.56603773584906,-3.3,0.532,0.534,-1.38,-0.07,1.05,-4.12,-1.2,-2.3,-0.1
"10920",2010,"Vladimir Radmanovic",0.118596237337192,"PF",29,41,20,21.7317073170732,7.9,0.449,0.396,0.099,6.4,16.2,11.3,7.2,1.6,0.6,13.4,16,-0.6,0.6,0,-0.002,-3.1,-1,-4.1,-0.5,0.377,0.278,0.442,0.432,0.741,1.24390243902439,3.09756097560976,1.09756097560976,0.707317073170732,0.170731707317073,1.07317073170732,2.36585365853659,6.24390243902439,-3.7,0.557,0.56,-0.44,-0.27,-0.61,-3.2,-1.7,-2.8,-0.1
"6263",2002,"Matt Bullard",0.0355094236547391,"PF",34,31,0,11.2903225806452,6.8,0.436,0.496,0.104,3.3,12,7.7,7.4,0.3,0.4,9.1,17.3,-0.1,0.2,0.1,0.016,-3,-2.9,-5.9,-0.3,0.339,0.281,0.397,0.409,0.917,0.32258064516129,1.19354838709677,0.516129032258065,0.0645161290322581,0.0645161290322581,0.387096774193548,0.935483870967742,3.38709677419355,-5.3,0.513,0.514,-2.39,-0.15,0.89,-6.01,-3.3,-4.3,0
"6886",2003,"Theo Ratliff",0.23166628649635,"C",29,81,81,31.0864197530864,13.8,0.512,0,0.36,7.3,19.7,13.7,4.8,1.2,7.3,16.6,15,0.7,3.4,4,0.077,-3.4,3.3,0,1.2,0.464,0,0.464,0.464,0.72,1.90123456790123,5.59259259259259,0.901234567901235,0.691358024691358,3.23456790123457,1.69135802469136,3.34567901234568,8.71604938271605,-0.3,0.527,0.528,2.42,-0.22,0.6,0.61,0.1,0,1
"6361",2002,"Scott Padgett",0.0152078418713218,"PF",25,75,1,17.2666666666667,15.4,0.568,0.286,0.258,10.3,16.3,13.2,11,1.8,0.8,13.6,17.7,2.3,1.2,3.5,0.13,1.7,-0.7,0.9,1,0.476,0.434,0.493,0.538,0.735,1.48,2.32,1.09333333333333,0.573333333333333,0.173333333333333,0.92,1.86666666666667,6.66666666666667,1,0.529,0.526,-0.3,0.09,1.66,1.1,-1.9,-0.5,0.7
"1811",1994,"Adam Keefe",0.0939614131796542,"PF",23,63,1,12.1111111111111,12,0.521,0,0.521,11.1,17.9,14.5,6.4,1.3,0.8,18.6,18.1,0.3,1.1,1.4,0.091,-3.4,-0.4,-3.8,-0.3,0.451,0,0.451,0.451,0.73,1.22222222222222,1.96825396825397,0.53968253968254,0.317460317460317,0.142857142857143,0.952380952380952,1.26984126984127,4.33333333333333,-3.2,0.523,0.523,-1.02,-0.14,0.04,-3.99,-2.4,-3,-0.1
"11514",2011,"Tim Duncan",0.364630607814761,"C",34,76,76,28.3684210526316,21.9,0.537,0.005,0.307,9.3,26.8,18.3,15.7,1.2,4.8,11.4,22.9,3.7,4,7.7,0.171,-0.1,3.9,3.8,3.2,0.5,0,0.502,0.5,0.716,2.22368421052632,6.69736842105263,2.67105263157895,0.657894736842105,1.92105263157895,1.60526315789474,1.56578947368421,13.4473684210526,-3.2,0.561,0.562,1.02,-0.29,-0.81,-3.13,-2.9,-3.2,-0.1
"217",1990,"Kelvin Upshaw",0.00252716704574172,"SG",27,40,0,9.675,11.9,0.493,0.103,0.253,2.6,8.5,5.7,18.7,3.2,0.1,14.3,19.9,0,0.3,0.3,0.036,-2.1,-1.4,-3.4,-0.1,0.438,0.267,0.458,0.452,0.757,0.225,0.8,1.35,0.675,0.025,0.675,1.325,4,-0.8,0.563,0.563,2.82,0.01,-0.23,-0.24,-3.9,-2.8,-0.1
"4614",1999,"Glen Rice",0.205882352941176,"SF",31,27,25,36.4814814814815,15.2,0.542,0.341,0.227,1.1,10.4,5.9,12.2,0.9,0.4,9.4,22,2,0.3,2.2,0.108,2.1,-2.5,-0.3,0.4,0.432,0.393,0.452,0.499,0.856,0.333333333333333,3.33333333333333,2.62962962962963,0.62962962962963,0.222222222222222,1.66666666666667,2.48148148148148,17.4814814814815,-0.3,0.539,0.538,-1.82,0.05,1.68,-1.18,1.6,0.7,1.6
"7841",2005,"Kris Humphries",0.032169696969697,"PF",19,67,4,13.0298507462687,9.5,0.419,0.021,0.352,10.1,18.1,14,8.5,1.6,1.7,13.6,20.2,-1,0.7,-0.3,-0.019,-4.3,-0.7,-5,-0.7,0.404,0.333,0.406,0.408,0.436,1.08955223880597,1.85074626865672,0.641791044776119,0.373134328358209,0.26865671641791,0.776119402985075,1.43283582089552,4.14925373134328,-4.5,0.522,0.527,0.04,-0.34,-3.12,-4.8,-3.5,-4.2,0
"3149",1996,"Reggie Jordan",0.0101588474325822,"PG",28,24,0,10.2916666666667,17.1,0.536,0,0.535,10.6,14.5,12.4,19.2,2.6,2.2,17.8,19.4,0.3,0.3,0.6,0.118,-0.5,1.2,0.7,0.2,0.507,0,0.507,0.507,0.579,0.958333333333333,1.20833333333333,1.20833333333333,0.5,0.291666666666667,0.791666666666667,1.25,3.91666666666667,0.6,0.534,0.534,1.45,0.06,-1.84,1.09,-3.5,-2.1,0
"13747",2015,"Nate Robinson",0.000628571428571429,"PG",30,42,1,14.0714285714286,10.6,0.432,0.439,0.18,3.1,6.2,4.6,25.7,1.7,0.4,9.8,22.5,0,0.2,0.3,0.021,-0.4,-2.8,-3.3,-0.2,0.345,0.277,0.399,0.406,0.674,0.404761904761905,0.785714285714286,2.30952380952381,0.476190476190476,0.0714285714285714,0.714285714285714,1.80952380952381,5.66666666666667,-3,0.518,0.52,-0.73,0.12,-2.13,-3.17,-3.3,-3.2,-0.1
"6801",2003,"Paul Pierce",0.258353535583942,"SG",25,79,79,39.1898734177215,22.7,0.532,0.246,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13,33.2,5.3,4.8,10.1,0.157,3.3,0.9,4.2,4.9,0.416,0.302,0.454,0.454,0.802,1.34177215189873,5.9746835443038,4.41772151898734,1.75949367088608,0.784810126582278,3.64556962025316,2.87341772151899,25.9240506329114,4,0.514,0.508,0.89,0.27,0.39,5.44,2.2,3.3,3.9
"12776",2014,"Channing Frye",0.129635709188932,"PF",30,82,82,28.1951219512195,13.2,0.555,0.555,0.122,3.6,16.6,10.1,6.4,1.3,2.1,9.8,17.3,2.9,2.4,5.3,0.109,0.9,0.2,1.1,1.8,0.432,0.37,0.509,0.535,0.821,0.890243902439024,4.18292682926829,1.19512195121951,0.731707317073171,0.768292682926829,1.08536585365854,2.98780487804878,11.0975609756098,1.1,0.558,0.559,-0.11,-0.02,2.4,0.05,0.6,0.9,1.8
"4536",1999,"Danny Manning",0.200980382352941,"PF",32,50,5,23.68,15.4,0.52,0.023,0.29,6,15.7,10.8,16.2,1.6,2.4,13.7,19.7,1.4,1.2,2.6,0.104,-0.8,0.7,-0.1,0.6,0.484,0.111,0.493,0.486,0.696,1.24,3.14,2.26,0.72,0.76,1.38,2.58,9.06,-0.2,0.527,0.527,0.13,0,-0.82,0.27,-0.5,-0.3,0.8
"7054",2004,"Dan Dickau",0.0203647139275131,"PG",25,43,0,6.83720930232558,9,0.456,0.306,0.143,2.8,7.4,5.1,21.8,3.1,0,20,20.6,-0.2,0.2,0,-0.003,-2.8,-2.4,-5.2,-0.2,0.378,0.333,0.397,0.429,0.786,0.162790697674419,0.441860465116279,0.883720930232558,0.395348837209302,0,0.604651162790698,1.02325581395349,2.2093023255814,-5.2,0.515,0.515,0.59,0.06,-3.11,-5.54,-4.3,-4.8,0
"6420",2002,"Troy Hudson",0.0496635295870477,"PG",25,81,4,22.8888888888889,15.3,0.526,0.229,0.247,1.8,7,4.4,23.4,1.6,0.2,15.3,25.8,1.5,0.9,2.5,0.064,0,-3.1,-3.1,-0.5,0.434,0.353,0.459,0.475,0.876,0.37037037037037,1.41975308641975,3.14814814814815,0.703703703703704,0.0740740740740741,2.01234567901235,1.46913580246914,11.7283950617284,-2.8,0.532,0.533,-0.87,0.18,-1.65,-3.1,-0.7,-2,0
"8819",2007,"Eddie Jones",0.032895919467913,"SG",35,64,41,24.90625,12.3,0.542,0.526,0.178,2.3,11.6,7.1,10.9,2.2,0.5,9.4,14.7,1.7,1.4,3.1,0.094,0.7,0,0.7,1.1,0.422,0.351,0.5,0.514,0.787,0.484375,2.484375,1.703125,1.0625,0.15625,0.734375,1.9375,7.703125,2.1,0.541,0.539,0.6,0.16,3.14,2.69,-0.2,1,2
"8603",2006,"Steven Hunter",0.0569116401618519,"C",24,69,35,19.0144927536232,13.9,0.598,0,0.474,9.8,14.4,12.1,2.1,0.5,4.4,15.4,14.4,1.5,1,2.5,0.09,-2.4,-0.5,-2.9,-0.3,0.601,0,0.601,0.601,0.514,1.59420289855072,2.33333333333333,0.246376811594203,0.173913043478261,1.10144927536232,0.927536231884058,1.73913043478261,6.10144927536232,-2.9,0.538,0.535,0.22,-0.11,2.48,-2.02,-2.1,-2.5,-0.1
"2802",1996,"Brent Price",0.0656733571399253,"PG",27,81,50,25.2098765432099,17.5,0.655,0.564,0.358,2.2,10.7,6.6,29.7,2,0.1,19.8,16.9,5.6,1.8,7.4,0.174,3.9,-1.3,2.6,2.4,0.472,0.462,0.485,0.602,0.874,0.469135802469136,2.34567901234568,5.1358024691358,0.962962962962963,0.0493827160493827,1.88888888888889,2.2716049382716,10,2.4,0.558,0.55,-0.42,0.61,0.28,1.74,-0.3,1.2,2.2
"8697",2007,"Andris Biedrins",0.0473970159985619,"C",20,82,63,29.0487804878049,16.2,0.598,0,0.287,11.3,24,17.5,5.4,1.4,4.3,15.4,13.8,3.5,3.3,6.7,0.136,-1.1,2.5,1.4,2.1,0.599,0,0.599,0.599,0.521,3.0609756097561,6.23170731707317,1.07317073170732,0.817073170731707,1.65853658536585,1.45121951219512,3.70731707317073,9.54878048780488,1.2,0.548,0.543,1.31,-0.07,2.08,2.1,0.3,0.9,1.9
"5291",2000,"Randy Livingston",0.000563380281690141,"PG",24,79,15,13.6835443037975,11.4,0.476,0.147,0.166,2.6,10.6,6.7,24.7,2.3,0.9,18.7,20.1,-0.2,1.7,1.5,0.065,-2.9,0.1,-2.8,-0.2,0.416,0.345,0.428,0.441,0.839,0.316455696202532,1.32911392405063,2.15189873417722,0.620253164556962,0.164556962025316,1.16455696202532,1.63291139240506,4.82278481012658,-2.5,0.532,0.535,0.43,0.08,-3.59,-3.26,-2,-2.4,-0.1
"12642",2013,"Tobias Harris",0.0263440072257537,"SF-PF",20,55,34,23.6181818181818,16,0.527,0.211,0.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,1.2,1.2,2.4,0.089,-0.7,-0.1,-0.8,0.4,0.455,0.315,0.493,0.488,0.752,1.32727272727273,3.89090909090909,1.25454545454545,0.581818181818182,0.8,1.2,2.18181818181818,10.9636363636364,0,0.515,0.514,0.16,-0.04,0.75,1.31,0,0.1,1.1
"2035",1994,"Joe Kleine",0.0529315960912052,"C",32,74,4,11.4594594594595,11.2,0.522,0.043,0.152,6.7,18.8,12.8,7.3,0.8,1.4,11.4,15.2,0.8,0.8,1.6,0.089,-2.5,-0.9,-3.4,-0.3,0.488,0.455,0.49,0.498,0.769,0.675675675675676,1.93243243243243,0.608108108108108,0.189189189189189,0.256756756756757,0.472972972972973,1.59459459459459,3.85135135135135,-3.2,0.549,0.549,-1.33,-0.17,1.19,-3.85,-2.6,-2.9,-0.1
"1580",1993,"Johnny Newman",0.0913140311804009,"SF",29,64,27,22.984375,15.5,0.597,0.084,0.449,5.5,4.9,5.2,11.4,1.5,0.7,12.3,20.5,3.1,0.6,3.7,0.12,1.6,-1.9,-0.2,0.7,0.522,0.267,0.546,0.534,0.808,1.125,1.109375,1.828125,0.703125,0.296875,1.40625,2.40625,11.9375,-0.3,0.547,0.543,-0.68,0.08,1.76,-0.65,-1,-0.6,0.6
"8427",2006,"Luke Walton",0.0258774818857627,"SF",25,69,6,19.3188405797101,11.6,0.477,0.168,0.232,7.8,14,10.9,17.9,1.6,0.9,17.7,15,0.6,1.3,2,0.071,-1.8,0.4,-1.3,0.2,0.412,0.327,0.429,0.439,0.75,1.27536231884058,2.30434782608696,2.26086956521739,0.594202898550725,0.217391304347826,1.1304347826087,1.72463768115942,5,-1.1,0.539,0.542,-0.26,-0.05,-2.22,-0.86,-1.3,-1.3,0.2
"1833",1994,"Anthony Mason",0.0751691305437234,"PF",27,73,12,26.0684931506849,10.8,0.524,0.002,0.372,9.6,15.7,12.7,11.7,0.8,0.3,17.5,14.1,1.6,3.3,4.9,0.123,-1.6,2,0.4,1.2,0.476,0,0.477,0.476,0.72,2.16438356164384,3.68493150684932,2.06849315068493,0.424657534246575,0.123287671232877,1.46575342465753,2.6027397260274,7.23287671232877,0.6,0.527,0.528,-1.92,-0.06,0.29,-0.97,0.7,0.5,1.5
"11886",2012,"Kris Humphries",0.206739714699194,"PF",26,62,62,34.8709677419355,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,3.6,1.7,5.3,0.118,-0.6,0.4,-0.2,1,0.481,0,0.481,0.481,0.752,3.75806451612903,7.2258064516129,1.45161290322581,0.806451612903226,1.19354838709677,1.91935483870968,2.79032258064516,13.7903225806452,-0.4,0.516,0.513,-0.11,-0.1,0.48,1.38,0.3,0.1,1.1
"11463",2011,"Sasha Pavlovic",0.0210730824891462,"SF-SG",27,31,7,11.6774193548387,6,0.497,0.431,0.139,0.4,9.9,5.3,6.4,1.5,1.6,13.6,11.6,-0.2,0.5,0.3,0.042,-3.7,1.2,-2.5,0,0.403,0.387,0.415,0.486,0.6,0.032258064516129,1,0.516129032258065,0.32258064516129,0.225806451612903,0.387096774193548,1.09677419354839,2.45161290322581,-0.2,0.517,0.517,-0.46,0.09,1.48,0.32,-0.9,-0.6,0.6
"5535",2001,"Dana Barros",0.0376470588235294,"PG",33,60,0,17.9833333333333,14.3,0.534,0.255,0.194,0.6,8.9,4.7,18,1.4,0.1,11.8,20.4,1.4,0.8,2.3,0.101,0,-2.1,-2.1,0,0.444,0.419,0.453,0.498,0.85,0.1,1.46666666666667,1.83333333333333,0.5,0.0333333333333333,1,1.05,7.96666666666667,-2.2,0.498,0.496,-1.16,0.19,1.15,-2.3,-2.3,-2.2,0
"5856",2001,"Scot Pollard",0.102216164705882,"C",25,77,8,21.5324675324675,15,0.53,0.005,0.433,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,0.157,-1.5,2.1,0.6,1.1,0.468,0,0.471,0.468,0.749,2.24675324675325,3.79220779220779,0.61038961038961,0.623376623376623,1.25974025974026,0.857142857142857,2.67532467532468,6.46753246753247,0.6,0.529,0.529,0.99,-0.19,1.8,-0.1,-0.3,0.1,1.1
"8483",2006,"Mike Sweetney",0.0507566763903265,"C",23,66,44,18.5151515151515,13.9,0.499,0,0.459,11.2,21.7,16.5,8.2,0.8,3.6,15.1,23.2,0.1,2.1,2.1,0.084,-3.5,1.5,-2.1,0,0.45,0,0.45,0.45,0.652,1.78787878787879,3.51515151515152,0.893939393939394,0.287878787878788,0.848484848484849,1.43939393939394,3.16666666666667,8.07575757575758,-1.9,0.527,0.53,0.17,-0.19,-2.33,-3.1,-1.8,-1.9,0
"347",1990,"Rex Chapman",0.0568612585291888,"SG",22,54,52,32.6296296296296,11.9,0.469,0.154,0.208,3.2,8.7,5.8,12.2,1.3,0.2,9,26.8,-1.4,0.7,-0.7,-0.018,-1.4,-2.1,-3.5,-0.7,0.408,0.331,0.422,0.433,0.75,0.962962962962963,2.35185185185185,2.44444444444444,0.851851851851852,0.111111111111111,1.85185185185185,2.09259259259259,17.5,-3.2,0.512,0.518,-1.09,-0.08,-0.87,-2.85,-0.1,-1.8,0
"12033",2012,"Samuel Dalembert",0.115404951416167,"C",30,65,45,22.2461538461538,16.9,0.551,0.003,0.286,12.6,24.1,18.3,3.6,1.3,5.7,15.6,16.6,1.8,2.3,4.1,0.137,-2.1,2.4,0.3,0.8,0.506,0,0.508,0.506,0.796,2.43076923076923,4.58461538461538,0.507692307692308,0.569230769230769,1.70769230769231,1.26153846153846,2.49230769230769,7.53846153846154,0.1,0.529,0.528,1.66,-0.17,1.07,-0.11,-1,-0.4,0.7
"5978",2002,"Austin Croshere",0.172829082962926,"PF",26,76,1,16.9210526315789,14.3,0.518,0.324,0.254,6.7,18.8,12.9,10.1,1.1,1.6,11.9,19.9,1.2,1.4,2.6,0.098,-0.6,-0.5,-1.1,0.3,0.413,0.338,0.449,0.468,0.851,0.973684210526316,2.89473684210526,1.01315789473684,0.342105263157895,0.381578947368421,0.881578947368421,1.39473684210526,6.78947368421053,-0.9,0.527,0.528,-0.75,-0.02,0.78,-1.54,-2.1,-1.6,0.1
"2275",1994,"Vernon Maxwell",0.114820846905537,"SG",28,75,73,34.28,12.5,0.483,0.413,0.196,1.9,7.7,5,22.4,2.5,0.5,14.9,21.4,-0.1,3.6,3.5,0.066,-0.3,0.3,-0.1,1.2,0.389,0.298,0.454,0.451,0.749,0.56,2.49333333333333,5.06666666666667,1.66666666666667,0.266666666666667,2.46666666666667,1.90666666666667,13.64,0.3,0.545,0.556,0.32,0.11,-1.74,-0.68,2,0.9,1.8
"9134",2007,"Stromile Swift",0.104260291209779,"C",27,54,18,19.0555555555556,14.2,0.517,0.014,0.387,9.9,19.2,14.5,2.8,1.5,4.6,14.6,20.8,0.2,0.8,1,0.047,-3.6,-0.6,-4.2,-0.6,0.465,0,0.472,0.465,0.724,1.57407407407407,3.05555555555556,0.314814814814815,0.555555555555556,1.14814814814815,1.27777777777778,2.7037037037037,7.75925925925926,-4.1,0.555,0.557,1.59,-0.3,-1.19,-3.99,-2.5,-3.3,0
"3093",1996,"Mark Davis",0.0101588474325822,"SF",22,57,0,10.0175438596491,10.9,0.47,0.087,0.779,11.7,14.5,13.1,12.6,3.6,2.9,25.4,20.8,-0.8,0.8,-0.1,-0.005,-3.9,2.1,-1.9,0,0.369,0.308,0.375,0.383,0.638,0.982456140350877,1.21052631578947,0.824561403508772,0.701754385964912,0.385964912280702,1.19298245614035,1.6140350877193,3.29824561403509,-1.4,0.535,0.537,3.08,-0.17,-4,-1.13,-4.4,-3.3,0
"2453",1995,"George Lynch",0.0765217391304348,"SF",24,56,15,17.0178571428571,12.4,0.512,0.071,0.292,8.7,12.7,10.7,9.6,2.7,0.7,18,18.3,0,1,0.9,0.046,-2.4,0.1,-2.3,-0.1,0.468,0.143,0.493,0.473,0.721,1.33928571428571,1.94642857142857,1.10714285714286,0.910714285714286,0.178571428571429,1.30357142857143,1.53571428571429,6.08928571428571,-1.9,0.538,0.54,0.73,-0.14,-0.84,-1.51,-2.2,-2.2,0
"12341",2013,"Jae Crowder",0.013443855553094,"SF",22,78,16,17.3461538461538,10.2,0.491,0.523,0.199,2.9,12.3,7.7,10,2.4,1,10.9,15.1,0.2,1.3,1.5,0.055,-0.9,0.4,-0.5,0.5,0.384,0.328,0.446,0.47,0.644,0.448717948717949,1.94871794871795,1.20512820512821,0.807692307692308,0.217948717948718,0.628205128205128,1.64102564102564,5.02564102564103,-2.7,0.533,0.535,0.98,0.32,-5.7,-3.27,-1.8,-2.4,-0.1
"8737",2007,"Carlos Arroyo",0.0737012403379472,"PG",27,72,5,18.1111111111111,14.4,0.501,0.107,0.347,3,9.5,6.3,27.1,1.6,0.1,14,22.8,1.2,1.3,2.5,0.094,-0.4,-1.6,-2,0,0.425,0.275,0.443,0.439,0.795,0.430555555555556,1.43055555555556,2.80555555555556,0.541666666666667,0.0277777777777778,1.25,1.81944444444444,7.66666666666667,-1.9,0.544,0.548,-0.67,0.12,-3.2,-2.83,-1.9,-1.9,0
"8539",2006,"Richard Hamilton",0.17290862896396,"SG",27,80,80,35.3125,18.2,0.553,0.091,0.229,3.5,7.3,5.4,18.6,1,0.4,10.6,27.4,5.3,2.4,7.6,0.13,1.9,-1.8,0.2,1.5,0.491,0.458,0.494,0.512,0.845,1.05,2.15,3.4375,0.65,0.2,2.1625,2.5875,20.1125,0.3,0.535,0.531,-1.28,0.11,-0.24,-0.38,2.6,1.3,2.3
"7647",2005,"Dan Dickau",0.0454545454545455,"PG",26,71,46,29.4366197183099,14.9,0.518,0.324,0.302,1.9,8.6,5.1,31,2,0.2,14.5,22.3,2.2,1.3,3.5,0.079,1.5,-1.8,-0.3,0.9,0.405,0.347,0.432,0.461,0.833,0.47887323943662,2.05633802816901,4.88732394366197,1.07042253521127,0.0563380281690141,2.04225352112676,2.83098591549296,12.4929577464789,-0.3,0.493,0.489,-0.26,0.42,-0.65,1.17,-0.4,-0.3,0.8
"12321",2013,"Hamed Haddadi",0.00340837437584144,"C",27,30,0,10.7333333333333,10.2,0.447,0,0.329,15,24.7,19.8,5.7,1,6.4,24.8,17.4,-0.4,0.5,0.1,0.01,-6.2,2.5,-3.7,-0.1,0.427,0,0.427,0.427,0.519,1.43333333333333,2.26666666666667,0.4,0.2,0.9,1.03333333333333,2,2.8,-3.6,0.512,0.512,1.93,-0.26,-2.54,-3.21,-4.1,-4.1,0
"2409",1995,"Dikembe Mutombo*",0.141304347826087,"C",28,82,82,37.8048780487805,17,0.595,0,0.604,12.7,26.7,19.9,5.5,0.7,7.5,19.5,14.4,3.5,5.2,8.7,0.135,-0.9,4.4,3.5,4.3,0.556,0,0.556,0.556,0.654,3.89024390243902,8.65853658536585,1.3780487804878,0.48780487804878,3.91463414634146,2.34146341463415,3.46341463414634,11.5365853658537,3.2,0.556,0.551,1.84,-0.09,1.63,3.15,2.2,2.9,3.6
"4",1990,"Adrian Dantley*",0.0336955606098896,"SF",33,45,45,28.8888888888889,15.4,0.556,0.004,0.525,6.9,8.1,7.5,9.6,0.8,0.3,11.2,22.6,2.2,0.8,3.1,0.113,0.5,-1.7,-1.2,0.3,0.477,0,0.479,0.477,0.787,1.73333333333333,2.08888888888889,1.77777777777778,0.444444444444444,0.155555555555556,1.66666666666667,2.2,14.7111111111111,-1.1,0.536,0.534,-1.67,-0.03,0.81,-1.64,0.1,-0.5,0.6
"763",1991,"Moses Malone*",0.128,"C",35,82,15,23.3170731707317,18.2,0.57,0.012,0.622,15,23.4,19.1,5.1,0.8,2.3,15.2,19.4,3.8,1.8,5.6,0.14,-0.1,-0.8,-0.9,0.5,0.468,0,0.474,0.468,0.831,3.30487804878049,4.82926829268293,0.829268292682927,0.365853658536585,0.902439024390244,1.67073170731707,1.63414634146341,10.5975609756098,-0.7,0.539,0.536,-0.66,-0.08,1.25,-1.05,-0.7,-0.8,0.5
"2402",1995,"Derek Strong",0.0434782608695652,"PF",26,70,24,19.2,12.5,0.545,0.021,0.523,11.5,20.8,16.1,4.7,0.9,0.7,16.3,15.6,1.4,1.1,2.4,0.086,-1.9,-0.9,-2.7,-0.2,0.453,0.286,0.457,0.456,0.82,1.94285714285714,3.41428571428571,0.628571428571429,0.342857142857143,0.185714285714286,1.12857142857143,2.04285714285714,6.3,-2.5,0.537,0.536,-1.53,-0.17,1.3,-3.28,-2,-2.4,-0.1
"3941",1998,"Buck Williams",0.0556666666666667,"PF",37,41,6,18,12.3,0.56,0,0.477,12.6,17.2,14.9,4.6,1.3,1.6,17.4,13.9,0.9,1.2,2.1,0.135,-1.8,1.5,-0.3,0.3,0.503,0,0.503,0.503,0.732,1.90243902439024,2.5609756097561,0.51219512195122,0.414634146341463,0.365853658536585,0.926829268292683,2.26829268292683,4.92682926829268,-0.2,0.521,0.52,-0.62,-0.1,2.09,-1.58,-1.6,-1.1,0.3
"9060",2007,"Randy Foye",0.0473097249685422,"PG",23,82,12,22.9146341463415,14,0.536,0.268,0.278,3.2,10.5,6.9,20.9,1.5,0.9,16.4,22.9,1,1.3,2.3,0.058,-0.3,-1.3,-1.6,0.2,0.434,0.368,0.458,0.483,0.854,0.597560975609756,2.0609756097561,2.82926829268293,0.646341463414634,0.25609756097561,1.85365853658537,2.24390243902439,10.1463414634146,-1.4,0.537,0.537,-0.37,0.16,-1.4,-1.05,-1.4,-1.5,0.1
"2850",1996,"Corie Blount",0.0506916225423798,"PF",27,57,2,12.5438596491228,10.9,0.491,0.012,0.263,11.5,16.1,13.8,8.3,1.8,3.4,20.1,14.6,-0.1,1,0.9,0.063,-3,2,-1.1,0.2,0.473,0,0.479,0.473,0.568,1.21052631578947,1.7719298245614,0.736842105263158,0.43859649122807,0.614035087719298,0.824561403508772,1.91228070175439,3.21052631578947,-0.7,0.555,0.556,1.09,-0.26,-0.83,-1.48,-2.4,-1.8,0
"7194",2004,"Jerome Beasley",0.0141337132436745,"PF",23,2,0,2.5,5.9,0.333,0,0,0,23.6,11.7,0,0,0,0,28.2,0,0,0,-0.117,-13.2,-9.3,-22.4,0,0.333,0,0.333,0.333,0,0,0.5,0,0,0,0,0,1,-21.5,0.51,0.51,-3.05,-0.62,-6.04,-22.44,-5.4,-5.9,0
"12053",2012,"Stephen Curry",0.0682024326373096,"PG",23,26,23,28.1538461538462,21.2,0.605,0.409,0.159,2.3,11.3,6.8,32.3,2.8,0.8,17,24,1.8,0.4,2.2,0.144,4.7,-1.3,3.4,1,0.49,0.455,0.514,0.583,0.809,0.576923076923077,2.80769230769231,5.30769230769231,1.5,0.307692307692308,2.5,2.38461538461538,14.7307692307692,3.1,0.539,0.535,0.94,0.53,0.14,4.24,-0.8,1,2
"9460",2008,"Joey Graham",0.0417379686434901,"SF",25,38,3,8.71052631578947,10.3,0.52,0.027,0.398,6.4,17.7,12,7,0.5,0,14.8,22.2,0,0.3,0.3,0.04,-4.3,-2.3,-6.6,-0.4,0.434,0.667,0.427,0.442,0.844,0.473684210526316,1.28947368421053,0.394736842105263,0.0789473684210526,0,0.605263157894737,1.23684210526316,3.63157894736842,-5.2,0.509,0.513,0.07,-0.33,-1,-5.2,-3.1,-4.3,0
"12666",2013,"Viacheslav Kravtsov",0.0255628078188108,"C",25,25,0,8.96,14.4,0.618,0,0.804,12.1,11,11.6,6.6,1.2,3.2,18.4,15.5,0.3,0.1,0.4,0.086,-0.7,-0.1,-0.9,0.1,0.717,0,0.717,0.717,0.297,0.96,0.84,0.36,0.2,0.36,0.56,1.28,3.08,-0.9,0.521,0.52,0.19,0.02,1.85,-0.27,-4.6,-3.4,0
"10934",2011,"A.J. Price",0.0147196781751775,"PG",24,50,0,15.9,10.7,0.454,0.466,0.253,2.3,7.8,5,22.7,1.8,0.1,13,22.7,-0.4,0.7,0.3,0.02,-1.1,-2.3,-3.4,-0.3,0.356,0.275,0.427,0.42,0.667,0.32,1.12,2.22,0.58,0.02,1.06,1.22,6.46,-2.9,0.533,0.536,-0.51,0.08,-2.36,-3.62,-2.7,-3,-0.1
