"","Year","Player","Salary","Pos","Age","G","GS","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","FG%","3P%","2P%","eFG%","FT%","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","bpm","team_ts","tm_ts_w_o_plyr","defense","val_shot","offense","raw_spm","exp_bpm","truetalentbpm","truetalentvorp"
"236",1990,"Kiki Vandeweghe",0.0863448740628422,"SF",31,22,13,25.5909090909091,12.5,0.512,0.082,0.208,3,7.3,5.2,10.6,1.3,0.3,9.3,20.5,0.5,0.3,0.8,0.072,-1.4,-2.1,-3.5,-0.2,0.442,0.526,0.434,0.463,0.917,0.681818181818182,1.72727272727273,1.86363636363636,0.681818181818182,0.136363636363636,1.18181818181818,1.27272727272727,11.7272727272727,-3.4,0.546,0.548,-1.04,-0.1,0.12,-3.42,-0.9,-2,0
"8527",2006,"Rashad McCants",0.031122988613908,"SG",21,79,12,17.2405063291139,12.6,0.539,0.336,0.198,2.6,9.8,6.3,8.4,1.7,1.2,12.9,23.3,0.2,1.4,1.6,0.058,-1.1,-1.8,-2.9,-0.3,0.45,0.372,0.49,0.513,0.736,0.367088607594937,1.44303797468354,0.79746835443038,0.556962025316456,0.278481012658228,1.08860759493671,2.22784810126582,7.93670886075949,-2.7,0.524,0.523,0.02,0,0.82,-2.62,-2.4,-2.6,-0.1
"2404",1995,"Derrick Coleman",0.238086956521739,"PF",27,56,54,37.5535714285714,19,0.525,0.137,0.56,8.7,22.1,15.4,15.8,0.9,3.1,13.6,26.4,2.4,2.7,5.1,0.117,0.6,1.5,2.1,2.2,0.424,0.233,0.454,0.44,0.767,2.98214285714286,7.57142857142857,3.33928571428571,0.625,1.67857142857143,3.07142857142857,2.89285714285714,20.4642857142857,2,0.518,0.517,-0.25,0.06,-0.62,2.64,1.3,1.8,2.7
"6694",2003,"Kareem Rush",0.0250374087591241,"PG",22,76,0,11.4736842105263,5.8,0.447,0.279,0.094,3.3,8.9,6.1,11.7,0.6,0.9,19.9,16.1,-0.9,0.3,-0.6,-0.033,-4.6,-2.6,-7.2,-1.1,0.393,0.279,0.438,0.432,0.696,0.342105263157895,0.894736842105263,0.894736842105263,0.131578947368421,0.144736842105263,0.828947368421053,0.934210526315789,2.98684210526316,-6.4,0.528,0.531,-1.74,-0.15,-1.63,-6.69,-2.8,-4.8,0
"1210",1992,"Nate McMillan",0.0535714285714286,"PG",27,72,30,22.9444444444444,14.5,0.492,0.242,0.207,6.3,11.4,8.8,29.2,3.9,1.1,20.2,14.1,1.5,2.2,3.7,0.109,1.2,2,3.3,2.2,0.437,0.276,0.489,0.47,0.643,1.27777777777778,2.22222222222222,4.98611111111111,1.79166666666667,0.402777777777778,1.55555555555556,3.02777777777778,6.04166666666667,3.1,0.538,0.54,2.53,0.23,-3.3,2.7,-0.7,1.3,2.3
"6499",2003,"Brandon Armstrong",0.0227109945255474,"SG",22,17,0,4.05882352941176,3.9,0.405,0.222,0.222,0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,-0.2,0.1,-0.1,-0.05,-7.7,-1.8,-9.5,-0.1,0.333,0.167,0.381,0.352,0.833,0,0.235294117647059,0.117647058823529,0.176470588235294,0.0588235294117647,0.294117647058824,0.470588235294118,1.41176470588235,-8.7,0.518,0.518,0.5,-0.35,-2.92,-9.97,-4.2,-5.2,0
"1265",1992,"Scott Williams",0.0437857142857143,"PF",23,63,0,10.952380952381,14.6,0.523,0.017,0.43,15.5,25.6,20.7,9.1,1,3.3,14.6,15,1,1.3,2.3,0.16,-0.9,1.7,0.9,0.5,0.483,0,0.491,0.483,0.649,1.42857142857143,2.49206349206349,0.793650793650794,0.206349206349206,0.571428571428571,0.555555555555556,1.93650793650794,3.3968253968254,1.1,0.556,0.557,0.06,-0.15,0.25,-0.35,-1.8,-0.6,0.6
"7243",2004,"Kurt Thomas",0.13413494415318,"PF",31,80,75,31.85,14.1,0.503,0.004,0.153,6.7,23.1,15,10.2,1.2,2.4,13,18.5,1.7,3.3,5,0.094,-1.5,1.9,0.3,1.5,0.473,0,0.475,0.473,0.835,1.8125,6.4625,1.8625,0.7,1,1.65,3.725,11.125,0.2,0.518,0.521,-0.26,-0.13,-0.37,-0.48,0.6,0.4,1.4
"13570",2015,"Jared Dudley",0.0607142857142857,"SG",29,72,22,23.8472222222222,12.3,0.572,0.454,0.158,3,11.6,7.3,11.5,2.1,0.5,12.1,13.5,2,2.1,4.1,0.116,0.1,0.5,0.6,1.1,0.468,0.385,0.537,0.556,0.716,0.625,2.43055555555556,1.80555555555556,1,0.152777777777778,0.861111111111111,1.56944444444444,7.19444444444444,0.6,0.536,0.534,0.03,0.11,2.06,0.89,-0.8,-0.1,0.9
"6026",2002,"Chris Andersen",0.0127246653919694,"C",23,24,1,10.9166666666667,13.8,0.417,0.054,0.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17,0,0.3,0.3,0.058,-4.1,2.2,-1.9,0,0.338,0,0.357,0.338,0.786,1.58333333333333,1.58333333333333,0.291666666666667,0.291666666666667,1.16666666666667,0.541666666666667,1.45833333333333,3,-1.9,0.495,0.496,2.98,-0.34,-0.59,-0.96,-4.4,-3.5,0
"8036",2005,"Steven Hunter",0.0565656565656566,"C",23,76,3,13.7631578947368,14.7,0.596,0.005,0.741,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14,1.7,1,2.6,0.121,-1.5,1,-0.5,0.4,0.614,0,0.616,0.614,0.479,1.28947368421053,1.69736842105263,0.171052631578947,0.0526315789473684,1.34210526315789,0.578947368421053,1.72368421052632,4.57894736842105,-0.5,0.571,0.57,0.78,-0.19,2.35,-2.3,-1.7,-1.1,0.3
"2260",1994,"Tony Bennett",0.0140315710348284,"PG",24,74,5,13.2837837837838,9.9,0.46,0.285,0.057,1.9,8.1,5.1,22.2,2,0.1,12.9,13.4,0.5,0.5,0.9,0.045,-1.7,-1.7,-3.4,-0.3,0.399,0.36,0.415,0.451,0.733,0.216216216216216,1,2.2027027027027,0.527027027027027,0.0135135135135135,0.540540540540541,1.13513513513514,3.35135135135135,-3.2,0.543,0.546,-0.52,0.04,-1.42,-3.68,-2.9,-3.1,-0.1
"4388",1998,"Vitaly Potapenko",0.0446333333333333,"C",22,80,0,17.65,11,0.517,0.002,0.295,9.7,17.4,13.6,7.4,1,1.5,19.3,22.4,-0.7,2.2,1.5,0.052,-3.9,0,-3.9,-0.7,0.48,0,0.48,0.48,0.708,1.375,2.5375,0.7125,0.3375,0.35,1.65,2.475,7.125,-3.4,0.529,0.53,-1.05,-0.16,-1.75,-4.9,-1.5,-2.7,-0.1
"10780",2010,"Pau Gasol",0.307060161256977,"C",29,65,65,36.9692307692308,22.9,0.593,0.006,0.429,11.4,22.7,17.1,15,0.8,3.5,12.5,21.4,6.8,4.2,11,0.22,2.4,3,5.4,4.5,0.536,0,0.539,0.536,0.79,3.73846153846154,7.55384615384615,3.35384615384615,0.569230769230769,1.73846153846154,2.2,2.33846153846154,18.3076923076923,5,0.538,0.53,0.1,0.1,0.46,5.08,2.5,4.1,4.4
"4535",1999,"Danny Fortson",0.0493764705882353,"PF",22,50,38,28.34,18.7,0.564,0.008,0.598,16.6,31.3,23.7,4,1.2,1.1,13.6,18,3.6,0.7,4.4,0.148,0,-2,-2,0,0.495,0,0.499,0.495,0.727,4.2,7.42,0.64,0.62,0.44,1.54,4.24,11,-2,0.511,0.505,-1.07,-0.07,2.26,-0.93,-1.1,-1.5,0.1
"980",1992,"Corey Crowder",0.0178571428571429,"SF",22,51,0,6.43137254901961,8.4,0.475,0.268,0.161,5.8,8.2,7.1,7.2,1.1,0.4,9.8,17.5,0.1,0.3,0.4,0.053,-2.1,-1.8,-3.9,-0.2,0.384,0.433,0.366,0.442,0.833,0.313725490196078,0.490196078431373,0.333333333333333,0.137254901960784,0.0392156862745098,0.254901960784314,0.686274509803922,2.23529411764706,-3.3,0.557,0.559,-1.36,-0.2,0.31,-5.54,-3.4,-3.6,0
"10263",2009,"Sasha Pavlovic",0.0259965337954939,"SF",25,66,12,15.9545454545455,8.6,0.51,0.425,0.196,3.6,10.4,7.2,10.5,1.1,1.2,13.8,15.5,0.2,1.5,1.7,0.077,-2,0.2,-1.8,0,0.422,0.41,0.43,0.509,0.463,0.46969696969697,1.45454545454545,1.09090909090909,0.333333333333333,0.242424242424242,0.727272727272727,1.84848484848485,4.62121212121212,-1.4,0.56,0.562,-0.77,-0.08,0.15,-2.96,-1,-1.4,0.2
"7699",2005,"Eddie Jones",0.294469696969697,"SF",33,80,80,35.4875,13.6,0.556,0.466,0.263,1.6,14.5,8.3,11.5,1.6,1,9.8,16.6,4.2,3.8,8,0.135,1.5,0.9,2.4,3.1,0.428,0.372,0.477,0.515,0.806,0.475,4.5875,2.65,1.075,0.475,1.2375,3.1375,12.725,2.4,0.559,0.559,-0.33,0.06,1.78,1.09,2.5,2.5,3.2
"1192",1992,"Mike Brown",0.0910714285714286,"C",28,82,1,21.7439024390244,12.3,0.515,0.002,0.584,12.4,17.5,15.1,6.3,1.2,1.2,14.6,17.4,1.4,2.3,3.7,0.1,-1.3,0.5,-0.8,0.5,0.453,0,0.454,0.453,0.667,2.28048780487805,3.52439024390244,0.98780487804878,0.51219512195122,0.414634146341463,1.28048780487805,2.39024390243902,7.70731707317073,-0.4,0.557,0.561,-0.81,-0.22,-0.24,-2.45,-0.3,-0.6,0.6
"4828",1999,"Scott Burrell",0.0294117647058824,"SF",28,32,10,22.0625,12.6,0.468,0.346,0.202,4.8,14.4,9.3,10.7,3,1.1,9.2,15.6,0.6,0.7,1.4,0.092,-0.4,0.8,0.4,0.4,0.361,0.389,0.346,0.428,0.81,1,2.71875,1.40625,1.25,0.34375,0.71875,2.5625,6.625,0.2,0.485,0.486,1.19,-0.01,1.83,1.4,-1.9,-0.9,0.4
"5412",2001,"Aaron McKie",0.0941176470588235,"SG",28,76,33,31.5,15.1,0.549,0.238,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.118,0.9,1,1.9,2.4,0.473,0.312,0.524,0.511,0.768,0.434210526315789,3.65789473684211,4.96052631578947,1.39473684210526,0.105263157894737,2.67105263157895,2.34210526315789,11.5526315789474,1.9,0.518,0.515,0.03,0.33,-1.77,0.55,1.3,1.6,2.6
"12396",2013,"Joe Johnson",0.365833057823071,"SG",31,72,72,36.6944444444444,14.1,0.521,0.375,0.153,2.4,7.4,4.9,16.7,1,0.4,9.9,21.7,3.9,1.2,5.1,0.092,1.9,-1.7,0.3,1.5,0.423,0.375,0.452,0.493,0.82,0.736111111111111,2.29166666666667,3.51388888888889,0.680555555555556,0.194444444444444,1.70833333333333,1.375,16.25,-0.1,0.587,0.588,1.73,-0.32,2.09,-0.93,-2.6,-1.6,0.1
"1731",1993,"Sean Green",0.0254533884823417,"SG",22,13,0,6.23076923076923,17.5,0.546,0.182,0.073,5.5,6.7,6.1,17,1.2,0.8,13.7,34.4,0,0,0,0.021,1,-4.9,-3.9,0,0.509,0.3,0.556,0.536,0.75,0.307692307692308,0.384615384615385,0.538461538461538,0.153846153846154,0.0769230769230769,0.692307692307692,0.846153846153846,4.76923076923077,-3.4,0.547,0.547,-1,0.1,-0.99,-4.26,-4.3,-4.2,0
"7092",2004,"Dirk Nowitzki",0.286863186687942,"C",25,77,77,37.8571428571429,22.5,0.561,0.221,0.323,3.3,22.2,12.5,11.3,1.6,2.6,8.3,24.5,9,2.5,11.5,0.19,3.5,0,3.4,4,0.462,0.341,0.496,0.5,0.877,1.16883116883117,7.53246753246753,2.68831168831169,1.19480519480519,1.35064935064935,1.75324675324675,2.80519480519481,21.8181818181818,3,0.536,0.53,0.34,0.05,1.93,2.5,2.8,3.2,3.7
"3006",1996,"Jayson Williams",0.0923531584780199,"PF",27,80,6,23.225,16.4,0.462,0.011,0.412,19.8,28,23.8,4.4,1,2.3,12,20.8,0.9,3,3.8,0.099,-2.4,-0.7,-3.1,-0.5,0.423,0.286,0.424,0.424,0.592,4.275,5.7625,0.5875,0.4375,0.7125,1.325,2.975,9.0125,-2.7,0.496,0.5,-0.5,-0.27,-0.63,-2.73,-1.5,-2.3,-0.1
"6538",2003,"Christian Laettner",0.128307481751825,"PF",33,76,66,29.1447368421053,16.1,0.545,0.031,0.279,6.1,20.8,13.4,17.8,2,1.4,13.1,14.2,3.8,2.8,6.6,0.143,0.5,2.1,2.6,2.6,0.494,0.125,0.506,0.496,0.833,1.5,5.10526315789474,3.09210526315789,1.07894736842105,0.526315789473684,1.14473684210526,2.71052631578947,8.31578947368421,2.2,0.513,0.511,0.28,0.11,0.14,2.8,0.1,1.4,2.4
"12809",2014,"Danny Granger",0.0329342741615793,"SF",30,41,2,20.6585365853659,10.9,0.502,0.417,0.218,4.3,12.9,8.8,7.8,0.7,1.5,12,20.5,0.1,1.2,1.3,0.073,-2.2,-0.6,-2.8,-0.2,0.378,0.336,0.408,0.448,0.94,0.75609756097561,2.48780487804878,1,0.292682926829268,0.414634146341463,1.1219512195122,1.51219512195122,8.24390243902439,-2.2,0.535,0.537,-1.19,-0.12,-0.08,-3.43,-0.8,-1.6,0.1
"1852",1994,"Bob Martin",0.0156602355299424,"C",24,53,1,10.0943396226415,6.9,0.503,0,0.58,7.2,15.9,11.6,4.1,0.7,3.7,20.8,10.8,-0.1,0.4,0.3,0.03,-5.2,0.7,-4.5,-0.3,0.455,0,0.455,0.455,0.608,0.679245283018868,1.52830188679245,0.320754716981132,0.150943396226415,0.622641509433962,0.547169811320755,2,2.09433962264151,-4.3,0.521,0.522,-0.24,-0.22,1.97,-3.66,-4.3,-4.4,0
"8866",2007,"Jake Voskuhl",0.0539277368326443,"C",29,73,9,14.2876712328767,10.9,0.523,0,0.443,9.3,20.1,14.5,6.8,1.5,1.8,15.5,15.7,0.5,1.1,1.7,0.077,-3.1,0.5,-2.6,-0.2,0.475,0,0.475,0.475,0.681,1.15068493150685,2.35616438356164,0.602739726027397,0.410958904109589,0.328767123287671,0.767123287671233,2.72602739726027,4.36986301369863,-0.9,0.59,0.59,-1.16,0.05,2.53,-3.24,-2.9,-2.3,0
"8761",2007,"Corey Maggette",0.125831385942837,"SF",27,75,31,30.5466666666667,18.6,0.583,0.08,0.783,4.7,18.2,11.5,15.9,1.5,0.5,15.6,26,4.5,2.5,7,0.146,0.8,-0.6,0.2,1.3,0.454,0.2,0.476,0.462,0.82,1.2,4.69333333333333,2.77333333333333,0.866666666666667,0.186666666666667,2.68,3.25333333333333,16.88,0.1,0.537,0.529,-0.59,0.13,-0.32,0.81,0.5,0.4,1.3
"7217",2004,"Kaniel Dickens",0.0110311830408024,"PF",25,3,0,4,23.1,0.902,0,0.667,20,0,9.9,0,0,0,20.5,19.3,0,0,0,0.18,5.6,-8,-2.4,0,1,0,1,1,0.5,0.666666666666667,0,0,0,0,0.333333333333333,1,2.33333333333333,-2.2,0.515,0.515,-3.05,0.51,8.32,-2,-5.3,-5.1,0
"10694",2010,"Lamar Odom",0.141272138377782,"PF",30,82,38,31.5243902439024,15.9,0.533,0.246,0.273,8,26.5,17.3,15.6,1.5,1.7,15.3,17,2.8,4.9,7.7,0.143,0,3.1,3.1,3.3,0.463,0.319,0.51,0.502,0.693,2.24390243902439,7.53658536585366,3.25609756097561,0.914634146341463,0.719512195121951,1.82926829268293,2.76829268292683,10.7560975609756,3,0.538,0.539,0.02,0.05,-0.55,2.72,1.5,2.3,3.2
"5082",2000,"Duane Causwell",0.112676056338028,"C",31,25,2,7.4,14.1,0.614,0,1.027,7.2,21.5,14.7,1.7,0.6,6.3,15.7,16.1,0.3,0.4,0.7,0.171,-3.9,0.8,-3.2,-0.1,0.541,0,0.541,0.541,0.684,0.44,1.44,0.08,0.08,0.64,0.4,1.68,2.64,-3.3,0.533,0.532,1.17,-0.07,2.94,-3.62,-3.8,-3.6,0
"6328",2002,"Ratko Varda",0.00310357329095379,"C",22,1,0,6,15,0.727,0,0.333,0,19.5,9.8,0,0,0,22.5,34.9,0,0,0,0.098,-5.2,-9.1,-14.3,0,0.667,0,0.667,0.667,1,0,1,0,0,0,1,3,5,-13.7,0.54,0.54,-2.98,0.11,1.09,-14.49,-5,-5.4,0
"5334",2000,"Scott Padgett",0.0205859154929577,"PF",23,47,9,9.19148936170213,7.6,0.395,0.314,0.193,6.9,17.7,12.4,8.9,1.7,1.4,12.7,18.6,-0.5,0.6,0.1,0.013,-3.8,0.1,-3.8,-0.2,0.314,0.295,0.323,0.361,0.704,0.51063829787234,1.36170212765957,0.531914893617021,0.297872340425532,0.170212765957447,0.468085106382979,1.17021276595745,2.5531914893617,-3.1,0.54,0.543,-0.06,-0.31,-2.07,-5.06,-3,-3.3,0
"12874",2014,"Ersan Ilyasova",0.125267581067153,"PF",26,55,47,26.8727272727273,13.8,0.486,0.226,0.225,8,18.8,13.3,8.4,1.6,0.4,8.7,21.3,0.9,0.8,1.6,0.053,-1.1,-2.1,-3.2,-0.5,0.409,0.282,0.446,0.441,0.823,1.94545454545455,4.27272727272727,1.30909090909091,0.836363636363636,0.145454545454545,1.10909090909091,2.45454545454545,11.2363636363636,-3.1,0.519,0.522,-0.64,-0.15,-0.19,-1.26,-1.6,-2.4,-0.1
"10684",2010,"Kosta Koufos",0.0233037006408931,"C",20,36,0,4.77777777777778,7.7,0.494,0,0.319,11.3,19.4,15.5,5.1,0.6,1.9,21.9,17.9,-0.2,0.2,0,0.014,-5.7,-0.9,-6.6,-0.2,0.468,0,0.468,0.468,0.6,0.444444444444444,0.805555555555556,0.166666666666667,0.0555555555555556,0.111111111111111,0.416666666666667,0.722222222222222,1.47222222222222,-5.7,0.565,0.566,-1,-0.34,-2.39,-7.33,-3.8,-4.6,0
"8835",2007,"Fabricio Oberto",0.0647132841991731,"PF",31,79,33,17.2784810126582,11.9,0.575,0,0.181,12.1,20.2,16.3,7.8,1,1.3,18.5,12.9,1.6,2.5,4.1,0.144,-1.3,2.2,0.9,1,0.562,0,0.562,0.562,0.647,1.65822784810127,3,0.860759493670886,0.316455696202532,0.30379746835443,0.873417721518987,2.69620253164557,4.41772151898734,1.2,0.561,0.561,-0.79,-0.11,0.87,-0.8,-0.7,0.1,1.1
"13743",2015,"Mo Williams",0.03,"PG",32,68,33,29.1176470588235,15.4,0.512,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,1.6,0.6,2.1,0.052,2.1,-3.5,-1.3,0.3,0.397,0.342,0.434,0.466,0.872,0.323529411764706,2.23529411764706,6.23529411764706,0.676470588235294,0.205882352941176,2.52941176470588,2.38235294117647,14.1764705882353,-3,0.517,0.518,-0.98,0.45,-3.07,-1.4,-1.4,-2.1,0
"7624",2005,"Clarence Weatherspoon",0.128347474747475,"PF",34,40,18,13.125,9,0.475,0,0.307,8,18.8,13.5,5.2,0.9,0.9,10.4,13,0.3,0.8,1.1,0.098,-4,0.8,-3.3,-0.2,0.412,0,0.412,0.412,0.829,0.875,2.175,0.425,0.225,0.15,0.375,1.85,3.075,-3,0.535,0.536,-1.26,-0.3,0.83,-4.39,-2.3,-2.7,-0.1
"5664",2001,"Jeff Foster",0.0232094117647059,"C",24,71,9,16.2253521126761,12.5,0.492,0.033,0.427,14.6,23.4,19.1,4.6,1.8,1.7,17,12.4,0.8,1.9,2.7,0.113,-2.5,1.1,-1.4,0.2,0.469,0.286,0.476,0.474,0.516,2.02816901408451,3.45070422535211,0.464788732394366,0.549295774647887,0.394366197183099,0.732394366197183,2.14084507042254,3.50704225352113,-1.1,0.519,0.52,0.2,-0.23,1.35,-1.32,-2.4,-1.9,0
"304",1990,"Muggsy Bogues",0.0678123157274029,"PG",25,81,65,33.8641975308642,16.9,0.528,0.039,0.202,1.9,7,4.3,44.6,3,0.1,16.8,13.5,4.6,2.1,6.7,0.117,0.4,-1.4,-0.9,0.7,0.491,0.192,0.503,0.495,0.791,0.592592592592593,1.96296296296296,10.7037037037037,2.04938271604938,0.037037037037037,1.80246913580247,2.07407407407407,9.41975308641975,-1.4,0.512,0.51,0.99,0.57,-4.7,-0.32,0.3,-0.4,0.7
"12244",2013,"Deron Williams",0.314697421564785,"PG",28,78,78,36.4358974358974,20.3,0.574,0.398,0.328,1.2,8.5,4.8,37.5,1.4,0.8,14.5,24.4,9.1,1.8,10.9,0.184,5.5,-2,3.5,3.9,0.44,0.378,0.482,0.516,0.859,0.371794871794872,2.6025641025641,7.74358974358974,0.961538461538462,0.384615384615385,2.79487179487179,2.48717948717949,18.9230769230769,3.2,0.536,0.528,-0.83,0.56,-0.09,2.55,2,2.8,3.5
"7228",2004,"Kelvin Cato",0.182174606792797,"PF",29,69,67,25.2608695652174,13.2,0.495,0,0.394,10.9,20.5,16,6.9,1.6,4.2,16.6,13.9,1.1,3.5,4.6,0.127,-2.6,3.8,1.2,1.4,0.447,0,0.447,0.447,0.676,2.21739130434783,4.6231884057971,1.04347826086957,0.753623188405797,1.39130434782609,1.21739130434783,2.94202898550725,6.05797101449275,1.1,0.528,0.53,1.2,-0.22,0.39,0.48,-0.1,0.6,1.5
"3230",1996,"Theo Ratliff",0.0336986413824242,"C",22,75,2,17.4,14,0.603,0.004,0.522,10.6,16.7,13.8,1.6,0.7,7.1,16.5,12.4,1.6,2.2,3.8,0.141,-2.8,2.8,0,0.7,0.557,0,0.559,0.557,0.708,1.46666666666667,2.49333333333333,0.173333333333333,0.213333333333333,1.54666666666667,0.746666666666667,1.92,4.54666666666667,-0.2,0.551,0.549,1.67,-0.14,3.17,-0.85,-1.6,-0.8,0.4
"3969",1998,"Chris Childs",0.121333333333333,"PG",30,68,0,23.5147058823529,11.6,0.524,0.246,0.356,2.2,10,6.1,26.6,1.9,0.3,20.1,15,1.4,2.3,3.7,0.11,-1.1,0.6,-0.6,0.6,0.421,0.31,0.457,0.459,0.825,0.426470588235294,1.95588235294118,3.94117647058824,0.823529411764706,0.0882352941176471,1.51470588235294,2.63235294117647,6.30882352941176,-0.6,0.521,0.521,-0.56,0.27,-2.04,-1.84,-0.4,-0.5,0.7
"7368",2004,"Raul Lopez",0.0227335308867107,"PG",23,82,11,19.719512195122,12,0.503,0.164,0.226,1.8,10.2,5.9,34.8,2.1,0.1,23.4,21.4,0.1,1.2,1.4,0.041,-1.2,-2.3,-3.5,-0.6,0.431,0.294,0.458,0.456,0.863,0.292682926829268,1.59756097560976,3.71951219512195,0.75609756097561,0.024390243902439,2.1219512195122,2.4390243902439,6.97560975609756,-3.2,0.509,0.51,-0.36,0.36,-4.63,-3.47,-1.7,-2.6,-0.1
"11273",2011,"Josh Childress",0.103369857349597,"SG",27,54,3,16.5555555555556,13,0.567,0.075,0.276,8.9,11.1,10,7,1.9,1.9,15.5,14.3,0.8,0.6,1.4,0.076,-0.7,1.3,0.5,0.6,0.565,0.063,0.606,0.568,0.492,1.27777777777778,1.59259259259259,0.777777777777778,0.611111111111111,0.425925925925926,0.814814814814815,1.25925925925926,5.03703703703704,-5.4,0.513,0.516,-0.34,-0.27,-2.43,-4.6,-2.7,-3.9,0
"4256",1998,"Nick Anderson",0.106666666666667,"SF",30,58,44,29.3275862068966,19.6,0.529,0.284,0.264,6.6,14.1,10.3,14.1,2.3,1,9.2,25,3.1,2.1,5.3,0.149,3.4,-0.1,3.4,2.3,0.455,0.36,0.493,0.506,0.638,1.68965517241379,3.43103448275862,2.05172413793103,1.24137931034483,0.396551724137931,1.46551724137931,1.68965517241379,15.3448275862069,3.1,0.499,0.496,0.31,0.13,2.23,3.35,0.2,1.8,2.8
"12720",2014,"Andrew Nicholson",0.0245118528502339,"PF",24,76,5,15.4473684210526,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-0.4,1,0.6,0.025,-4.7,-2,-6.7,-1.4,0.429,0.315,0.459,0.462,0.825,0.697368421052632,2.65789473684211,0.328947368421053,0.236842105263158,0.302631578947368,0.671052631578947,1.97368421052632,5.72368421052632,-6.4,0.525,0.527,-1.06,-0.24,0.27,-5.86,-3.4,-5,0
"3134",1996,"Patrick Ewing*",0.12313754463736,"C",33,76,76,36.6184210526316,20.9,0.516,0.019,0.317,6.9,26.9,17.1,11.2,1.3,5.1,11.8,31.5,0.6,6.1,6.8,0.116,-2.9,2.4,-0.4,1.1,0.466,0.143,0.472,0.467,0.761,2.06578947368421,8.53947368421053,2.10526315789474,0.894736842105263,2.42105263157895,2.90789473684211,3.25,22.5131578947368,-0.6,0.55,0.561,1.36,-0.17,-3.57,-1.01,2.1,0.8,1.7
"12467",2013,"LaMarcus Aldridge",0.240767565909439,"PF",27,74,74,37.7027027027027,20.4,0.53,0.011,0.264,7.2,20.9,14,13,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,0.3,0.5,0.8,2,0.484,0.143,0.488,0.485,0.81,2.36486486486486,6.68918918918919,2.59459459459459,0.837837837837838,1.22972972972973,1.93243243243243,2.52702702702703,21.0810810810811,0.5,0.536,0.538,-0.18,-0.08,-1.17,1.16,1.6,1.2,2.2
"13272",2014,"Tyler Hansbrough",0.0527429636089749,"PF",28,64,4,15.28125,14.2,0.562,0.01,0.944,14.2,20,17.1,2.7,1.5,1.6,14.5,15.1,1.7,1.4,3,0.149,-1.7,-0.2,-1.8,0,0.474,0,0.479,0.474,0.681,1.875,2.609375,0.265625,0.4375,0.296875,0.734375,2.0625,4.875,-1.6,0.545,0.544,-0.13,-0.21,1.45,-2.6,-2.1,-2,0
"557",1991,"Dave Jamerson",0.0672,"SG",23,37,0,5.45945945945946,12.2,0.452,0.168,0.239,4.8,11,7.9,20.8,1.4,0.3,13.8,29.5,-0.1,0.2,0.1,0.026,-2.8,-2.2,-5,-0.2,0.381,0.263,0.404,0.403,0.815,0.243243243243243,0.567567567567568,0.72972972972973,0.162162162162162,0.027027027027027,0.540540540540541,0.648648648648649,3.05405405405405,-4.3,0.53,0.531,-0.97,0.01,-3.51,-5.46,-4,-4.3,0
"7373",2004,"Richard Hamilton",0.178082972418509,"SG",25,78,78,35.5384615384615,16.8,0.522,0.058,0.293,3.3,8.3,5.8,22.2,2,0.5,13.8,25.7,3.8,4.4,8.1,0.141,1.2,0.1,1.3,2.3,0.455,0.265,0.466,0.462,0.868,1,2.57692307692308,3.97435897435897,1.32051282051282,0.217948717948718,2.69230769230769,2.84615384615385,17.6282051282051,1.3,0.511,0.509,-0.27,0.15,-1.2,0.19,2.4,1.8,2.8
"10996",2011,"Brad Miller",0.0818689270208807,"C",34,60,5,16.9166666666667,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17,2,1,3,0.142,1.2,0.6,1.7,0.9,0.446,0.374,0.487,0.514,0.83,0.733333333333333,2.96666666666667,2.41666666666667,0.466666666666667,0.35,0.9,1.63333333333333,6.36666666666667,1.6,0.55,0.55,-0.32,0.22,-0.2,1.45,-1.8,-0.2,0.9
"911",1992,"Andrew Lang",0.0742857142857143,"C",25,81,71,24.2592592592593,13.8,0.568,0.002,0.345,10,20.1,15.3,2.8,1.2,5.9,13.7,13.4,2.2,3.5,5.7,0.14,-1.8,3,1.2,1.6,0.522,0,0.523,0.522,0.768,2.09876543209877,4.64197530864198,0.530864197530864,0.592592592592593,2.48148148148148,1.07407407407407,3.77777777777778,7.67901234567901,1.1,0.556,0.555,1.69,-0.16,2.49,0.07,0.1,0.7,1.6
"8809",2007,"Dwayne Jones",0.0138524177602013,"PF",23,4,0,4.5,-0.5,0.412,0,6,6.3,33.1,19.4,0,0,0,35.5,14.2,-0.1,0,0,-0.068,-13.3,-4,-17.3,-0.1,0,0,0,0,0.5,0.25,1.25,0,0,0,0.5,0.75,0.75,-15.8,0.522,0.522,-2.74,-0.5,-1.57,-17.77,-4.6,-5.6,0
